"","Evenement","Organisator","Entree Ja/Nee","Editie 1","Startdatum","Einddatum","Aantal dagen","Locatie/accomodatie","Binnen of Buiten","Imago","Bezoekers","Jaar"
"885","U58A","XA8","betaald",2016,2016-05-27,2016-05-27,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",500,2016
"886","Y7SI","L21","gratis",2016,2016-06-01,2016-07-31,61,"Kruisplein / Het Park bij de Euromast / Wilhelminapier / Zuiderpark / Kralingse Plas","buiten","Regionaal belang/kleinschalig",240000,2016
"887","G6TX","09K","gratis",2011,2016-05-22,2016-09-18,120,"Grotekerkplein","buiten","Regionaal belang/kleinschalig",11400,2016
"888","C7G2","XA8","betaald",2016,2016-06-14,2016-06-14,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",5000,2016
"889","PN2Q","10K","onbekend",2015,2016-05-19,2016-05-19,1,"Waalhaven","buiten","Nationaal belang/Parels",NA,2016
"890","N4MK","YMS","betaald",2007,2016-10-06,2016-10-09,4,"LantarenVenster","binnen","Nationaal belang/Parels",5500,2016
"891","X1VQ","Q4J","gedeeltelijk gratis",1993,2016-11-23,2016-11-26,4,"Theater Zuidplein / Hofplein / Theater Walhalla / Biergarten / Het Nieuwe Luxor / Het Oude Luxor","beide","Nationaal belang/Parels",12000,2016
"892","3MJF","KQH","gratis",2000,2016-02-06,2016-02-06,1,"Kruisplein / Wijkpark Oude Westen / West Kruiskade","beide","Regionaal belang/kleinschalig",10000,2016
"893","XA9C","KFP","betaald",2012,2016-06-23,2016-06-26,4,"Kralingse Bos","beide","Regionaal belang/kleinschalig",42000,2016
"894","57YH","XA8","betaald",2014,2016-06-17,2016-06-17,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",5000,2016
"895","XFEM","SP9","betaald",2016,2016-05-15,2016-05-15,1,"Plein 1940","buiten","Regionaal belang/kleinschalig",5000,2016
"896","IGMS","494","gratis",2016,2016-05-11,2016-06-05,26,"Lijnbaan / Joost Banckertsplaats","buiten","n.v.t.",4000,2016
"897","C599","AAA","gedeeltelijk gratis",2015,2016-05-25,2016-05-28,4,"De Doelen","beide","Nationaal belang/Parels",1350,2016
"898","IDEG","ND1","gratis",2016,2016-06-23,2016-07-23,31,"Club Gem, vm. Kunstuitleen CBK Nieuwe Binnenweg 75","binnen","n.v.t.",11000,2016
"899","L0LQ","06Y","gedeeltelijk gratis",NA,2016-05-19,2016-06-26,39,"Stadhuisplein / MAAS podium / diverse scholen","beide","n.v.t.",500,2016
"900","0KZI","VKS","betaald",2016,NA,NA,NA,NA,"beide","Regionaal belang/kleinschalig",1500,2016
"901","E4Q4","Y8X","betaald",2016,2016-06-16,2016-07-10,25,"Ferro-gashouder, Keileweg 25, Rotterdam","beide","n.v.t.",8158,2016
"902","ZEB0","QWP","onbekend",2015,2017-02-04,2017-02-04,1,"Maassilo","binnen","Regionaal belang/kleinschalig",NA,2016
"903","D29J","PAO","betaald",2014,2016-08-06,2016-08-06,1,"Zuiderpark","buiten","Regionaal belang/kleinschalig",15000,2016
"904","66BK","PMR","gedeeltelijk gratis",2016,2016-10-08,2016-10-08,1,"Schouwburgplein / Rotterdamse Schouwburg","beide","Nationaal belang/Parels",500,2016
"905","7HC2","8UN","onbekend",2012,2016-02-27,2016-02-27,1,"De Doelen","binnen","Nationaal belang/Parels",NA,2016
"906","OVQK","H4T","gratis",2016,2016-05-02,2016-06-25,2,".en anderen / Sugu Club / Nationale Nederlanden I Delfsepoort I The World","binnen","n.v.t.",200,2016
"907","KE5E","U9A","gratis",1994,2016-06-18,2016-06-18,1,".en anderen","beide","Regionaal belang/kleinschalig",8000,2016
"908","XA2G","T8M","gratis",1993,2016-08-20,2016-08-21,2,"Het Park bij de Euromast","buiten","Nationaal belang/Parels",15000,2016
"909","YH5Z","VIC","gratis",NA,2016-10-02,2016-10-02,1,"Afrikaanderplein / Erasmusbrug / Charloise Hoofd / Verhalenhuis Belverdere","beide","Regionaal belang/kleinschalig",1000,2016
"910","P1MN","F0C","gedeeltelijk gratis",2015,2016-07-31,2016-08-13,2,"Stadhuisplein","buiten","Regionaal belang/kleinschalig",7500,2016
"911","PMGO","XA8","betaald",2016,2016-06-09,2016-07-09,2,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",50000,2016
"912","R76M","KQH","betaald",2005,2016-07-23,2016-07-29,7,"Museumpark","buiten","Regionaal belang/kleinschalig",4900,2016
"913","TDYF","69Z","onbekend",2015,NA,NA,NA,NA,"buiten","Regionaal belang/kleinschalig",NA,2016
"914","QPPX","O5U","betaald",2016,2016-02-13,2016-02-13,1,"Rotterdamse Schouwburg","binnen","Regionaal belang/kleinschalig",324,2016
"915","PAQU","LOW","gratis",2016,2016-05-01,2016-07-31,92,"Westersingel","buiten","n.v.t.",60000,2016
"916","UN9Y","XA8","betaald",2016,2016-05-26,2016-05-26,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",500,2016
"917","XCFX","HGS","gratis",2016,2016-06-11,2016-06-19,9,"Groothandelsgebouw","binnen","n.v.t.",1000,2016
"918","0L6K","LTB","gedeeltelijk gratis",2009,2016-09-02,2016-09-04,3,"Katendrecht","beide","Nationaal belang/Parels",6000,2016
"919","7WU7","QBH","gedeeltelijk gratis",1993,2016-06-23,2016-07-03,11,"Museumpark","beide","Nationaal belang/Parels",24000,2016
"920","05L5","NM0","gedeeltelijk gratis",2016,2016-05-08,2016-07-03,4,"Museum Boijmans Van Beuningen / De Doelen / Kunsthal / Maritiem Museum / Centraal Station / Erasmusbrug / Maritiem Buitenmuseum / Laurenskerk / Plein 1940 / Willemsbrug / Markthal / De Rotterdam","beide","n.v.t.",4000,2016
"921","CABK","TLN","gratis",2016,2016-06-03,2016-06-09,2,".en anderen / Humanitas Bergweg / Humanitas-Gerard Goosenflat","binnen","n.v.t.",130,2016
"922","D8GB","AXY","gratis",2016,2016-05-01,2016-05-31,31,"Bibliotheek","binnen","n.v.t.",13000,2016
"923","3UNB","T2G","gedeeltelijk gratis",2016,2016-01-01,2016-06-29,180,"Lijnbaan / Van Nellefabriek / Groothandelsgebouw / Stadskantoor / .en anderen / Maastoren Deloitte / Steigerkerk / Stadstimmerhuis","beide","n.v.t.",600,2016
"924","G07Y","TKK","betaald",2016,2016-10-22,2016-10-22,1,"Zuidplein","binnen","Regionaal belang/kleinschalig",700,2016
"925","TZ85","KQH","betaald",2013,2016-09-23,2016-09-25,3,"Museumpark","buiten","Regionaal belang/kleinschalig",24000,2016
"926","A0US","DUI","gratis",2015,2016-06-04,2016-06-04,1,"Westersingel / Tiendplein / West Kruiskade","route","Regionaal belang/kleinschalig",300,2016
"927","BRCD","O5U","gratis",2016,2016-03-20,2016-03-20,1,"Schouwburgplein / Erasmusbrug / Route door de binnenstad","route","n.v.t.",20000,2016
"928","I7Z8","5Y2","gedeeltelijk gratis",2011,2016-12-11,2016-12-11,1,"Stadion Feijenoord / De Kuip / Route","beide","Nationaal belang/Parels",20000,2016
"929","QNW3","SH1","gedeeltelijk gratis",2009,2016-08-05,2016-08-07,3,"Vroesenpark / Kleinpolderplein","buiten","Regionaal belang/kleinschalig",9500,2016
"930","3AQX","MC4","betaald",2016,2016-06-23,2016-06-26,4,"Het Nieuwe Luxor","binnen","Nationaal belang/Parels",600,2016
"931","0BWC","WRU","gratis",2015,2016-07-21,2016-07-21,1,"Eendrachtsplein / Witte de With / Westersingel / Nieuwe Binnenweg / Westblaak skatepark / Boomgaardstraat / Oude Binnenweg","beide","Regionaal belang/kleinschalig",10500,2016
"932","WB2Z","LKW","gedeeltelijk gratis",2015,2016-06-12,2016-06-12,1,"Entrepothaven","buiten","Nationaal belang/Parels",5000,2016
"933","4OMI","M0E","onbekend",2016,2016-09-27,2016-10-03,7,"Topsportcentrum Rotterdam","binnen","Nationaal belang/Parels",NA,2016
"934","4M6Z","IWM","betaald",2016,2016-06-25,2016-06-25,1,"Topsportcentrum Rotterdam / Route","buiten","Regionaal belang/kleinschalig",3000,2016
"935","BR5T","PQ2","gedeeltelijk gratis",2014,2016-08-15,2016-08-18,4,"Schouwburgplein / Museumpark 15 / Van Nellefabriek / Parkkade / Noordplein / Binnenrotte / Stadion Feijenoord / De Kuip / Erasmusbrug / Laurenskerk / Het Park bij de Euromast / Plein 1940 / Kralingse Bos / Museumpark / Maassilo / Stadhuisplein / Onderzeebootloods / RDM Werf / Parklaan / Pathe Schouwburgplein / Stadion Woudestein / Excelsior / Stadspodium / Fenixloods / Grotekerkplein / Wijkpark Oude Westen / Markthal / Boompjeskade / Het Nieuwe Instituut / Campus Erasmus Universiteit / Oude Plantage / Erasmus MC / Parkeerterrein ss Rotterdam / Stationsplein / Toffler / SS Rotterdam / Route door de binnenstad / Roel Langerakpark","beide","Regionaal belang/kleinschalig",2700,2016
"936","C96C","M0E","onbekend",2016,2016-06-10,2016-07-10,31,"Frankrijk","binnen","Internationaal belang/Iconen",NA,2016
"937","EKDT","OOH","betaald",2015,2016-07-16,2016-07-16,1,"Het Park bij de Euromast","beide","Nationaal belang/Parels",15000,2016
"938","2DML","XA8","gratis",2016,2016-06-22,2016-06-22,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",200,2016
"939","ZTNN","S7Z","onbekend",2003,2016-04-28,2016-05-01,4,"LantarenVenster","binnen","Regionaal belang/kleinschalig",NA,2016
"940","QSI5","VUN","betaald",2002,2016-10-28,2016-10-30,3,"LantarenVenster","binnen","Nationaal belang/Parels",1200,2016
"941","36XK","OK7","gedeeltelijk gratis",2016,2016-08-17,2016-08-21,5,"LantarenVenster","beide","Regionaal belang/kleinschalig",5874,2016
"942","VP7C","8FW","onbekend",2015,2016-12-19,2016-12-19,1,"Rotown / Arminius / Paradijskerk","binnen","Regionaal belang/kleinschalig",NA,2016
"943","IL0L","XA8","gratis",2016,2016-06-14,2016-06-14,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",5000,2016
"944","QGEF","XA8","betaald",2014,2016-07-06,2016-07-06,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",500,2016
"945","CLPD","XA8","betaald",2016,2016-05-25,2016-05-25,1,"Stadion Feijenoord / De Kuip","route","Regionaal belang/kleinschalig",10000,2016
"946","MNY6","B18","betaald",2016,2016-05-20,2016-05-22,3,"Ahoy","binnen","Nationaal belang/Parels",15000,2016
"947","HDJS","3Q5","gedeeltelijk gratis",2016,2016-04-16,2016-04-16,1,"Delfshaven / Kleinpolderplein","buiten","n.v.t.",4000,2016
"948","CYJX","8L2","gratis",2016,2016-05-12,2016-05-15,2,"Het Park bij de Euromast","buiten","Regionaal belang/kleinschalig",5000,2016
"949","CR84","BS0","gratis",2015,2016-05-06,2016-05-08,3,"Vroesenpark / Roel Langerakpark","buiten","Regionaal belang/kleinschalig",25000,2016
"950","IY5E","6MT","onbekend",2016,2016-03-17,2016-03-20,4,"Ahoy","binnen","Nationaal belang/Parels",NA,2016
"951","CJRY","UME","onbekend",NA,2016-06-03,2016-06-03,1,"Onderzeebootloods / RDM Werf","binnen","Regionaal belang/kleinschalig",NA,2016
"952","MLZT","VBU","gedeeltelijk gratis",2016,2015-09-10,2016-09-30,387,"MAMA showroom / Tent / Witte de With / V2_gebouw / WORM / .en anderen","beide","n.v.t.",24778,2016
"953","MGUA","G0G","onbekend",2016,2016-05-14,2016-05-16,3,"Restaurant Gare du Nord","buiten","Regionaal belang/kleinschalig",NA,2016
"954","FRRA","DOR","gedeeltelijk gratis",2016,2016-09-24,2016-09-25,2,"Katendrecht / Wilhelminapier","beide","Regionaal belang/kleinschalig",809,2016
"955","C8FD","ICL","gedeeltelijk gratis",1998,2016-09-08,2016-09-11,4,"De Doelen / een route door de binnenstad","beide","Nationaal belang/Parels",12661,2016
"956","SDKC","L5R","gedeeltelijk gratis",2016,2016-06-09,2016-06-30,4,"Hotel New York / Mainport Hotel / Manhattan Hotel / The Suicide Club","binnen","n.v.t.",250,2016
"957","0JPM","NKI","gedeeltelijk gratis",2016,2016-07-22,2016-08-07,6,"Mullerpier","buiten","Regionaal belang/kleinschalig",3000,2016
"958","VF3N","84E","betaald",2016,2016-12-10,2016-12-10,1,"Theater Zuidplein","binnen","Regionaal belang/kleinschalig",2000,2016
"959","MD82","M1X","onbekend",2016,2016-04-22,2016-04-24,3,"Van der Takstraat","onbekend","Regionaal belang/kleinschalig",NA,2016
"960","RYYH","MMI","gratis",2016,2016-05-20,2016-08-03,76,"Leuvehaven","beide","n.v.t.",NA,2016
"961","FV1V","74N","gedeeltelijk gratis",2014,2016-10-09,2016-10-09,1,"Havengebieden / RDM terrein / Onderzeebootloods / RDM Werf","route","Regionaal belang/kleinschalig",5000,2016
"962","RWL0","XLU","betaald",2015,NA,NA,NA,NA,"beide","Regionaal belang/kleinschalig",2000,2016
"963","TJK8","QK3","onbekend",2016,2016-03-12,2016-03-26,2,"Gevangenis Noordsingel","beide","Regionaal belang/kleinschalig",NA,2016
"964","WPMN","3NY","betaald",2012,2016-05-11,2016-05-25,13,"Kriterion, Groothandelsgebouw","binnen","n.v.t.",1508,2016
"965","A9BA","7FF","gedeeltelijk gratis",2003,2016-06-29,2016-07-01,3,"Lloyd Multiplein / Stadspodium / Wijkpark Oude Westen","beide","Regionaal belang/kleinschalig",10000,2016
"966","MG2O","96X","betaald",2016,2016-06-04,2016-06-05,2,"Museumpark","buiten","Regionaal belang/kleinschalig",6000,2016
"967","CH51","XT7","gratis",2012,2016-08-26,2016-08-26,1,"Oude Haven","buiten","Regionaal belang/kleinschalig",800,2016
"968","PTWQ","KAE","gratis",2010,2016-12-31,2016-12-31,1,"Boompjes","buiten","Nationaal belang/Parels",60000,2016
"969","XXUJ","N9O","betaald",2016,2016-05-15,2016-05-15,1,"Stadhuisplein","buiten","Regionaal belang/kleinschalig",7500,2016
"970","KZHG","4PS","gratis",1995,2016-05-27,2016-05-29,3,"Centrum Hillegersberg","buiten","Regionaal belang/kleinschalig",2500,2016
"971","5HLR","3LI","onbekend",2014,2016-03-23,2016-03-23,1,"Zuiderpark","buiten","Regionaal belang/kleinschalig",NA,2016
"972","J54P","F0C","gratis",2016,2016-07-30,2016-08-14,2,"Stadhuisplein","buiten","Regionaal belang/kleinschalig",7500,2016
"973","QB8H","8FW","onbekend",2016,2016-10-16,2016-10-16,1,"Rotown / Arminius / Paradijskerk","binnen","Regionaal belang/kleinschalig",NA,2016
"974","2ZZ9","1EI","betaald",2016,2016-08-12,2016-08-13,2,"Wijkpark Oude Westen","buiten","Regionaal belang/kleinschalig",7000,2016
"975","LXDY","LZM","betaald",2015,NA,NA,NA,NA,"beide","Regionaal belang/kleinschalig",20000,2016
"976","BS48","90G","gratis",2016,2016-07-13,2016-07-17,5,"Museumpark","buiten","Nationaal belang/Parels",5803,2016
"977","IOSM","T1C","gratis",2016,2016-06-19,2016-09-04,56,"Havengebieden","buiten","Regionaal belang/kleinschalig",12000,2016
"978","XM2F","682","betaald",2016,2016-09-03,2016-10-02,30,"Ferro locatie","beide","Nationaal belang/Parels",25000,2016
"979","B7O0","1LH","gedeeltelijk gratis",2014,2016-10-07,2016-10-09,3,"Katendrecht / Wilhelminapier","beide","Nationaal belang/Parels",948,2016
"980","I40T","SZB","gedeeltelijk gratis",1994,2016-01-27,2016-02-07,12,"Schouwburgplein / Rotterdamse Schouwburg / De Doelen / LantarenVenster / Museumpark / Pathe Schouwburgplein / .en anderen / Het Oude Luxor","beide","Internationaal belang/Iconen",305000,2016
"981","27GM","JBX","onbekend",2012,2016-04-23,2016-07-10,79,"Fenixloods II","binnen","Internationaal belang/Iconen",150,2016
"982","6TIZ","1IP","gratis",2002,2016-11-12,2016-11-12,1,"Willemsplein / Grotekerkplein","route","Regionaal belang/kleinschalig",15000,2016
"983","01CU","5S1","betaald",2011,2016-08-15,2016-08-19,5,"Molenveld","buiten","Regionaal belang/kleinschalig",750,2016
"984","IAPX","KGH","onbekend",2016,2016-03-25,2016-03-25,1,"WORM","binnen","Regionaal belang/kleinschalig",NA,2016
"985","AIIE","XA8","gratis",2014,2016-03-28,2016-03-28,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",12500,2016
"986","UQ0Y","QEV","betaald",2016,2016-05-11,2016-06-18,39,"Zuidplein / Joost Banckertsplaats","beide","n.v.t.",2312,2016
"987","WX2Y","JS5","gratis",2015,2016-06-26,2016-06-26,1,"Deliplein","buiten","Regionaal belang/kleinschalig",1500,2016
"988","7BTP","KHE","gedeeltelijk gratis",2015,2016-02-24,2016-02-27,4,"Museum Boijmans Van Beuningen / Centraal Station / Delfshaven / Coolsingel / Beursplein / Bibliotheek / Marconistraat","beide","Regionaal belang/kleinschalig",500,2016
"989","NW2X","9NG","gedeeltelijk gratis",2016,NA,NA,NA,NA,"route","n.v.t.",1200,2016
"990","6WDW","WRU","gratis",2016,2016-06-23,2016-06-26,4,"Nieuwe Binnenweg / Club Gem, vm. Kunstuitleen CBK Nieuwe Binnenweg 75","binnen","n.v.t.",11000,2016
"991","RY9N","4PS","gratis",2016,2016-08-26,2016-08-28,3,"Centrum Hillegersberg","buiten","Regionaal belang/kleinschalig",2500,2016
"992","769H","CZL","gratis",2016,2016-06-01,2016-06-26,5,"Delfshaven / speeltuin Oude Dijk / speeltuin Binnenste Buiten / speeltuin Weena / speeltuin Kipstraat","buiten","n.v.t.",660,2016
"993","XA7I","XA8","betaald",2011,2016-04-24,2016-04-24,1,"Stadion Feijenoord / De Kuip","beide","Nationaal belang/Parels",45000,2016
"994","UETZ","QT0","gratis",2016,2016-04-26,2016-04-27,2,"Groene Hilledijk","buiten","Regionaal belang/kleinschalig",50000,2016
"995","UETZ","F0C","gratis",2016,2016-04-27,2016-04-27,1,"Stadhuisplein","buiten","Regionaal belang/kleinschalig",7500,2016
"996","4QTQ","VYA","gratis",2011,2016-04-22,2016-05-08,17,"Lloyd Multiplein","buiten","Regionaal belang/kleinschalig",25000,2016
"997","YRJS","M0E","onbekend",2016,2016-12-27,2016-12-30,4,"Topsportcentrum Rotterdam","binnen","Nationaal belang/Parels",NA,2016
"998","N1H3","OOH","betaald",2014,2016-04-27,2016-04-27,1,"Kralingse Bos","buiten","Regionaal belang/kleinschalig",8000,2016
"999","M8AB","J1P","betaald",2014,2016-04-27,2016-04-27,1,"Willemsplein","buiten","Regionaal belang/kleinschalig",4850,2016
"1000","IN26","IRQ","betaald",2016,2016-11-11,2016-11-11,1,"Kino Rotterdam","binnen","Nationaal belang/Parels",817,2016
"1001","U2E8","5Y2","gedeeltelijk gratis",2011,2016-05-29,2016-05-29,1,"Ahoy / Zuiderpark","beide","Nationaal belang/Parels",30000,2016
"1002","O96B","Z7V","gedeeltelijk gratis",2011,2016-09-11,2016-09-11,1,"Kretalaan","buiten","Regionaal belang/kleinschalig",5500,2016
"1003","HWES","88G","betaald",1997,2016-11-12,2016-11-12,1,"Centrale Bibliotheek","binnen","Regionaal belang/kleinschalig",1700,2016
"1004","ZAIS","XA8","betaald",2016,2016-06-10,2016-06-12,3,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",15000,2016
"1005","1AT7","M0E","onbekend",2016,2016-12-13,2016-12-18,6,"Topsportcentrum Rotterdam","binnen","Nationaal belang/Parels",NA,2016
"1006","OIX0","TMF","gedeeltelijk gratis",2015,2016-02-10,2016-02-14,5,"Havengebieden / Keileweg / RDM terrein / Marconistrook","route","Regionaal belang/kleinschalig",800,2016
"1007","J8VI","FVW","gratis",2016,2016-04-07,2016-04-09,3,"Mauritsweg / achterzijde Hofplein Shell gebouw / Haagse Veer kop Doelstraat","buiten","n.v.t.",2500,2016
"1008","U4BR","NKE","gedeeltelijk gratis",1995,2016-04-09,2016-04-10,2,"Coolsingel / Route","buiten","Internationaal belang/Iconen",925000,2016
"1009","WOB6","QHL","gratis",2005,2016-09-02,2016-09-04,3,"Maritiem Museum / Leuvehaven","beide","Regionaal belang/kleinschalig",18000,2016
"1010","1LYO","8L2","gedeeltelijk gratis",2016,2016-08-19,2016-08-28,2,"Ahoy","binnen","Regionaal belang/kleinschalig",15000,2016
"1011","LUYU","7CL","gedeeltelijk gratis",2016,2016-05-06,2016-05-08,3,"Rotterdamse Schouwburg","binnen","n.v.t.",800,2016
"1012","EJ2O","93P","gratis",1993,2016-07-03,2016-07-03,1,"Zuiderpark","buiten","Nationaal belang/Parels",33000,2016
"1013","6EO7","2X0","betaald",2015,2016-06-18,2016-06-18,1,"Sidelingepark / Park Maasboulevard","buiten","Regionaal belang/kleinschalig",1000,2016
"1014","YC2F","XA8","betaald",2016,2016-07-02,2016-07-02,1,"Stadion Feijenoord / De Kuip","beide","Nationaal belang/Parels",25000,2016
"1015","R9OM","FUC","betaald",2002,2016-04-08,2016-04-09,2,"Schouwburgplein / Rotterdamse Schouwburg / Rotown / Arminius / Annabel","beide","Nationaal belang/Parels",7500,2016
"1016","P6OX","6MT","onbekend",NA,2016-11-06,2016-11-06,1,"Ahoy","binnen","Internationaal belang/Iconen",NA,2016
"1017","KHRE","6WU","gedeeltelijk gratis",2016,2016-10-31,2016-11-06,7,"Ahoy / .en anderen","beide","Internationaal belang/Iconen",NA,2016
"1018","YS7R","8FW","gedeeltelijk gratis",2016,2016-11-02,2016-11-05,4,"Rotown / Arminius / .en anderen / Paradijskerk / Vessel 11 (V11) / Bar3","binnen","Internationaal belang/Iconen",3600,2016
"1019","DPZF","Z8J","betaald",2016,2016-11-04,2016-11-05,2,"Transportbedrijf / Bar / Perron / Annabel / Parkeerterrein Schiestraat","beide","Nationaal belang/Parels",8000,2016
"1020","YBFO","N93","gratis",2015,2016-06-17,2016-06-18,2,"Oude Noorden / Zaagmolenkade","buiten","Regionaal belang/kleinschalig",4500,2016
"1021","G5O3","XA8","betaald",2014,2016-06-18,2016-06-18,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",10000,2016
"1022","0J9U","9FI","betaald",2016,2016-07-09,2016-07-16,2,"Plein 1940","buiten","Regionaal belang/kleinschalig",1000,2016
